left context,original word,right context,word correction,hun correction
,,,,
~,~,~,Linken,~
,,,,
~,~,~,kommen,~
,,,,
Ellbogen,Stichwort,-,hält,Stichwort
,,,,
-,Ellbogen,Stichwort,man,Ellbogen
,,,,
~,~,~,als,~
,,,,
~,~,~,Mann,~
,,,,
~,~,~,mit,~
,,,,
~,~,~,der,~
,,,,
~,~,~,linken,~
,,,,
~,~,~,oder,~
,,,,
~,~,~,rechten,~
,,,,
~,~,~,Hand,~
,,,,
~,~,~,das,~
,,,,
~,~,~,Zugpferd,~
,,,,
~,~,~,beim,~
,,,,
~,~,~,Wischern,~
,,,,
~,~,~,-P,~
,,,,
gibt,Wozu,-,Rechts,Wozu
,,,,
es,gibt,Wozu,Gabel/Löffel,gibt
,,,,
Automatikgetriebe,es,gibt,Maus,es
,,,,
Sind,Automatikgetriebe,es,Werfen,Automatikgetriebe
,,,,
eh,Sind,Automatikgetriebe,auf,Sind
,,,,
viel,eh,Sind,größere,eh
,,,,
besser,viel,eh,Distanz,viel
,,,,
Sage,besser,viel,Schreiben,besser
,,,,
ich,Sage,besser,wie,Sage
,,,,
als,ich,Sage,ein,ich
,,,,
Rechtshänder,als,ich,7jähriger,als
,,,,
D,Rechtshänder,als,Links,Rechtshänder
,,,,
-,D,Rechtshänder,Schreiben,D
,,,,
~,~,~,Schneiden,~
,,,,
~,~,~,Werfen,~
,,,,
~,~,~,auf,~
,,,,
~,~,~,Kurzdistanz,~
,,,,
~,~,~,genau,~
,,,,
~,~,~,Schwer,~
,,,,
~,~,~,tragen/heben,~
,,,,
~,~,~,Rechtshänder scheren,~
,,,,
~,~,~,kann,~
,,,,
~,~,~,ich,~
,,,,
~,~,~,durchaus,~
,,,,
~,~,~,benutzen,~
,,,,
~,~,~,auch,~
,,,,
~,~,~,mit,~
,,,,
~,~,~,Links,~
,,,,
~,~,~,was,~
,,,,
~,~,~,auf,~
,,,,
~,~,~,Dauer,~
,,,,
~,~,~,allerdings,~
,,,,
~,~,~,zum,~
,,,,
~,~,~,umgreifen,~
,,,,
~,~,~,führt,~
,,,,
~,~,~,da,~
,,,,
~,~,~,Krampf,~
,,,,
~,~,~,Schreiben,~
,,,,
~,~,~,war,~
,,,,
~,~,~,schon,~
,,,,
~,~,~,in,~
,,,,
~,~,~,der,~
,,,,
~,~,~,VS,~
,,,,
~,~,~,sehr,~
,,,,
~,~,~,lustig,~
,,,,
~,~,~,mit,~
,,,,
~,~,~,Tinte,~
,,,,
~,~,~,am,~
,,,,
~,~,~,ganzen,~
,,,,
~,~,~,arm,~
,,,,
~,~,~,-,~
,,,,
~,~,~,wahrscheinlich,~
,,,,
~,~,~,deswegen,~
,,,,
~,~,~,war,~
,,,,
~,~,~,ich,~
,,,,
~,~,~,irgendwann,~
,,,,
~,~,~,der,~
,,,,
~,~,~,Rebell,~
,,,,
~,~,~,der,~
,,,,
~,~,~,trotzdem,~
,,,,
~,~,~,den,~
,,,,
~,~,~,Kuli,~
,,,,
~,~,~,nutzte,~
,,,,
Linkshänder,Als,-,Ich,Als
,,,,
welcher,Linkshänder,Als,hab,Linkshänder
,,,,
die,welcher,Linkshänder,eine,welcher
,,,,
Computer,die,welcher,Zeit,die
,,,,
Maus,Computer,die,lang,Computer
,,,,
mit,Maus,Computer,versucht,Maus
,,,,
der,mit,Maus,die,mit
,,,,
rechten,der,mit,Tastenbelegungen,der
,,,,
bedient,rechten,der,bei,rechten
,,,,
kann,bedient,rechten,der,bedient
,,,,
ich,kann,bedient,Computermaus,kann
,,,,
gleichzeitig,ich,kann,umzustellen,ich
,,,,
etwas,gleichzeitig,ich,um,gleichzeitig
,,,,
ab,etwas,gleichzeitig,mit,etwas
,,,,
schreiben,ab,etwas,links,ab
,,,,
und,schreiben,ab,die,schreiben
,,,,
mit,und,schreiben,Maus,und
,,,,
der,mit,und,besser,mit
,,,,
Maus,der,mit,zu,der
,,,,
am,Maus,der,bedienen,Maus
,,,,
Computer,am,Maus,aber,am
,,,,
zB,Computer,am,sobald,Computer
,,,,
Textstellen,zB,Computer,du,dB
,,,,
markieren,Textstellen,zB,an,Textstellen
,,,,
und,markieren,Textstellen,einem,markieren
,,,,
scrollen,und,markieren,anderen,und
,,,,
-,scrollen,und,Rechner,scrollen
,,,,
~,~,~,sitzt,~
,,,,
~,~,~,wird,~
,,,,
~,~,~,das,~
,,,,
~,~,~,zur,~
,,,,
~,~,~,Katastrophe,~
,,,,
~,~,~,Jetzt,~
,,,,
~,~,~,bediene,~
,,,,
~,~,~,ich,~
,,,,
~,~,~,die,~
,,,,
~,~,~,Maus,~
,,,,
~,~,~,mit,~
,,,,
~,~,~,links,~
,,,,
~,~,~,mit,~
,,,,
~,~,~,den,~
,,,,
~,~,~,üblichen,~
,,,,
~,~,~,Tastenbelegungen,~
,,,,
~,~,~,-,~
,,,,
~,~,~,bevorzugt,~
,,,,
~,~,~,kabellos,~
,,,,
~,~,~,Das,~
,,,,
~,~,~,geht,~
,,,,
~,~,~,gut,~
,,,,
~,~,~,wenn,~
,,,,
~,~,~,keine,~
,,,,
~,~,~,ergonomische,~
,,,,
~,~,~,Maus,~
,,,,
~,~,~,ist,~
,,,,
~,~,~,die,~
,,,,
~,~,~,nur,~
,,,,
~,~,~,für,~
,,,,
~,~,~,Rechtshänder,~
,,,,
~,~,~,passt,~
,,,,
~,~,~,Meine,~
,,,,
~,~,~,erste,~
,,,,
~,~,~,Linkshänder schere,~
,,,,
~,~,~,hab,~
,,,,
~,~,~,ich,~
,,,,
~,~,~,vor,~
,,,,
~,~,~,ein,~
,,,,
~,~,~,paar,~
,,,,
~,~,~,Jahren,~
,,,,
~,~,~,bekommen,~
,,,,
~,~,~,aber,~
,,,,
~,~,~,ich,~
,,,,
~,~,~,bin,~
,,,,
~,~,~,so,~
,,,,
~,~,~,an,~
,,,,
~,~,~,die,~
,,,,
~,~,~,anderen,~
,,,,
~,~,~,gewöhnt,~
,,,,
~,~,~,dass,~
,,,,
~,~,~,ich,~
,,,,
~,~,~,mit,~
,,,,
~,~,~,der,~
,,,,
~,~,~,nicht,~
,,,,
~,~,~,zurechtkomme,~
,,,,
und,Schreiben,-,auch,Schreiben
,,,,
Löffel,und,Schreiben,verkrampfte,und
,,,,
halten,Löffel,und,rechte,Löffel
,,,,
links,halten,Löffel,Hände,halten
,,,,
letzteres,links,halten,weil,links
,,,,
geht,letzteres,links,sie,letzteres
,,,,
so,geht,letzteres,nicht,geht
,,,,
wie,so,geht,einmal,so
,,,,
alles,wie,so,den,wie
,,,,
andere,alles,wie,Rechtshändern,alles
,,,,
auch,andere,alles,helfen,andere
,,,,
rechts,auch,andere,entspannt,auch
,,,,
Schraubenzieher,rechts,auch,beim,rechts
,,,,
und,Schraubenzieher,rechts,schreiben,Schraubenzieher
,,,,
Hammer,und,Schraubenzieher,zu,und
,,,,
eher,Hammer,und,sitzen,Hammer
,,,,
rechts,eher,Hammer,würde,eher
,,,,
-,rechts,eher,wahrscheinlich,rechts
,,,,
~,~,~,als,~
,,,,
~,~,~,Drill,~
,,,,
~,~,~,empfunden,~
,,,,
~,~,~,werden,~
,,,,
Kolumnen,Kommentare,-,Ich,Kommentare
,,,,
Kommentare,Kolumnen,Kommentare,wollte,Kolumnen
,,,,
der,Kommentare,Kolumnen,als,Kommentare
,,,,
anderen,der,Kommentare,Kind,der
,,,,
bekommen,anderen,der,alles,anderen
,,,,
Sie,bekommen,anderen,links,bekommen
,,,,
im,Sie,bekommen,machen,Sie
,,,,
neuen,im,Sie,wäre,im
,,,,
D-Mail,neuen,im,also,neuen
,,,,
Meinung,D-Mail,neuen,eindeutig,D-Mail
,,,,
-,Meinung,D-Mail,eine,Meinung
,,,,
~,~,~,Linkshänderin,~
,,,,
~,~,~,geworden,~
,,,,
~,~,~,wenn,~
,,,,
~,~,~,man,~
,,,,
~,~,~,mich,~
,,,,
~,~,~,nicht,~
,,,,
~,~,~,auf,~
,,,,
~,~,~,rechts,~
,,,,
~,~,~,umerzogen,~
,,,,
~,~,~,hätte,~
,,,,
~,~,~,Eine,~
,,,,
~,~,~,positive,~
,,,,
~,~,~,Folge,~
,,,,
~,~,~,ist,~
,,,,
~,~,~,dass,~
,,,,
~,~,~,ich,~
,,,,
~,~,~,heute,~
,,,,
~,~,~,beidhändig,~
,,,,
~,~,~,bin,~
,,,,
~,~,~,kann,~
,,,,
~,~,~,also,~
,,,,
~,~,~,fast,~
,,,,
~,~,~,alles,~
,,,,
~,~,~,sowohl,~
,,,,
~,~,~,links,~
,,,,
~,~,~,als,~
,,,,
~,~,~,auch,~
,,,,
~,~,~,rechts,~
,,,,
~,~,~,recht,~
,,,,
~,~,~,gut,~
,,,,
~,~,~,machen,~
,,,,
~,~,~,Dafür,~
,,,,
~,~,~,habe,~
,,,,
~,~,~,ich,~
,,,,
~,~,~,extreme,~
,,,,
~,~,~,Orientierungsstörungen,~
,,,,
~,~,~,und,~
,,,,
~,~,~,sonstige,~
,,,,
~,~,~,mentale,~
,,,,
~,~,~,Probleme,~
,,,,
~,~,~,von,~
,,,,
~,~,~,denen,~
,,,,
~,~,~,ich,~
,,,,
~,~,~,aber,~
,,,,
~,~,~,nicht,~
,,,,
~,~,~,weiß,~
,,,,
~,~,~,ob,~
,,,,
~,~,~,ich,~
,,,,
~,~,~,sie,~
,,,,
~,~,~,nicht,~
,,,,
~,~,~,sowieso,~
,,,,
~,~,~,hätte,~
,,,,
~,~,~,aber,~
,,,,
~,~,~,eine,~
,,,,
~,~,~,Kollegin,~
,,,,
~,~,~,von,~
,,,,
~,~,~,mir,~
,,,,
~,~,~,hat,~
,,,,
~,~,~,sehr,~
,,,,
~,~,~,ähnliche,~
,,,,
~,~,~,und,~
,,,,
~,~,~,auch,~
,,,,
~,~,~,sie,~
,,,,
~,~,~,wurde,~
,,,,
~,~,~,umgelernt,~
,,,,
~,~,~,als,~
,,,,
~,~,~,Kind,~
,,,,
Linkshändigkeit,Meine,-,flöte,Meine
,,,,
ist,Linkshändigkeit,Meine,für,Linkshändigkeit
,,,,
eigentlich,ist,Linkshändigkeit,Linkshänder,ist
,,,,
fast,eigentlich,ist,http,eigentlich
,,,,
nie,fast,eigentlich,WWW,fast
,,,,
ein,nie,fast,meck,nie
,,,,
Problem,ein,nie,vom,ein
,,,,
Selbst,Problem,ein,Pop,Problem
,,,,
beim,Selbst,Problem,die,Selbst
,,,,
Schreiben,beim,Selbst,wie,beim
,,,,
auch,Schreiben,beim,passend,Schreiben
,,,,
mit,auch,Schreiben,gerade,auch
,,,,
Füllfeder,mit,auch,die,mit
,,,,
hatte,Füllfeder,mit,hier,Füllfeder
,,,,
ich,hatte,Füllfeder,zu,hatte
,,,,
nie,ich,hatte,präsentieren,ich
,,,,
Schwierigkeiten,nie,ich,z,nie
,,,,
Mit,Schwierigkeiten,nie,b,Schwierigkeiten
,,,,
der,Mit,Schwierigkeiten,bei,Mit
,,,,
richtigen,der,Mit,Gitarren,der
,,,,
Hand-,richtigen,der,ist,richtigen
,,,,
und,Hand-,richtigen,der,Hand-
,,,,
Körperhaltung,und,Hand-,unterschied,und
,,,,
verwischt,Körperhaltung,und,ungleich,Körperhaltung
,,,,
die,verwischt,Körperhaltung,massiver,verwischt
,,,,
Tinte,die,verwischt,Denkanstoß,die
,,,,
nicht,Tinte,die,am,Tinte
,,,,
Dann,nicht,Tinte,Rande,nicht
,,,,
hätten,Dann,nicht,wie,Dann
,,,,
ja,hätten,Dann,handhaben,hätten
,,,,
auch,ja,hätten,das,ja
,,,,
Araber,auch,ja,in,auch
,,,,
und,Araber,auch,einem,Araber
,,,,
Israelis,und,Araber,gemischten,und
,,,,
ein,Israelis,und,Haushalt,Israelis
,,,,
Problem,ein,Israelis,haben,ein
,,,,
wenn,Problem,ein,sie,Problem
,,,,
sie,wenn,Problem,jedes,wenn
,,,,
von,sie,wenn,Werkzeug,sie
,,,,
rechts,von,sie,doppelt,von
,,,,
nach,rechts,von,oder,rechts
,,,,
links,nach,rechts,muss,nach
,,,,
schreiben,links,nach,sich,links
,,,,
Dass,schreiben,links,doch,schreiben
,,,,
Lehrerinnen,Dass,schreiben,wieder,Dass
,,,,
auf,Lehrerinnen,Dass,einer,Lehrerinnen
,,,,
linkshändige,auf,Lehrerinnen,um trainieren,auf
,,,,
Kindern,linkshändige,auf,~,linkshändige
,,,,
eingehen,Kindern,linkshändige,~,Kindern
,,,,
können,eingehen,Kindern,~,eingehen
,,,,
ist,können,eingehen,~,können
,,,,
schon,ist,können,~,ist
,,,,
wichtig,schon,ist,~,schon
,,,,
Oft,wichtig,schon,~,wichtig
,,,,
reicht,Oft,wichtig,~,Oft
,,,,
es,reicht,Oft,~,reicht
,,,,
aber,es,reicht,~,es
,,,,
wenn,aber,es,~,aber
,,,,
man,wenn,aber,~,wenn
,,,,
sie,man,wenn,~,man
,,,,
einfach,sie,man,~,sie
,,,,
machen,einfach,sie,~,einfach
,,,,
lässt,machen,einfach,~,machen
,,,,
wie,lässt,machen,~,lässt
,,,,
sie,wie,lässt,~,wie
,,,,
es,sie,wie,~,sie
,,,,
für,es,sie,~,es
,,,,
intuitiv,für,es,~,für
,,,,
richtig,intuitiv,für,~,intuitiv
,,,,
halten,richtig,intuitiv,~,richtig
,,,,
ohne,halten,richtig,~,halten
,,,,
sich,ohne,halten,~,ohne
,,,,
einzumischen,sich,ohne,~,sich
,,,,
Das,einzumischen,sich,~,einzumischen
,,,,
hat,Das,einzumischen,~,Das
,,,,
bei,hat,Das,~,hat
,,,,
mir,bei,hat,~,bei
,,,,
damals,mir,bei,~,mir
,,,,
gut,damals,mir,~,damals
,,,,
funktioniert,gut,damals,~,gut
,,,,
-,funktioniert,gut,~,funktioniert
,,,,
auch,-,funktioniert,~,-
,,,,
wenn,auch,-,~,auch
,,,,
ich,wenn,auch,~,wenn
,,,,
Blockschrift,ich,wenn,~,ich
,,,,
deswegen,Blockschrift,ich,~,Blockschrift
,,,,
etwas,deswegen,Blockschrift,~,deswegen
,,,,
anders,etwas,deswegen,~,etwas
,,,,
schreibe,anders,etwas,~,anders
,,,,
als,schreibe,anders,~,schreibe
,,,,
die,als,schreibe,~,als
,,,,
meisten,die,als,~,die
,,,,
Stricken,meisten,die,~,meisten
,,,,
und,Stricken,meisten,~,Stricken
,,,,
Häkeln,und,Stricken,~,und
,,,,
habe,Häkeln,und,~,Häkeln
,,,,
ich,habe,Häkeln,~,habe
,,,,
mir,ich,habe,~,ich
,,,,
selber,mir,ich,~,mir
,,,,
beigebracht,selber,mir,~,selber
,,,,
Ich,beigebracht,selber,~,beigebracht
,,,,
habe,Ich,beigebracht,~,Ich
,,,,
den,habe,Ich,~,habe
,,,,
Rechtshändern,den,habe,~,den
,,,,
zugesehen,Rechtshändern,den,~,Rechtshändern
,,,,
im,zugesehen,Rechtshändern,~,zugesehen
,,,,
Kopf,im,zugesehen,~,im
,,,,
alles,Kopf,im,~,Kopf
,,,,
umgedreht,alles,Kopf,~,alles
,,,,
und,umgedreht,alles,~,umgedreht
,,,,
drauflosgestrickt,und,umgedreht,~,und
,,,,
-,drauflosgestrickt,und,~,drauflos gestrickt
,,,,
größte,Das,-,genau,Das
,,,,
Problem,größte,Das,unsere,größte
,,,,
hatte,Problem,größte,schulen,Problem
,,,,
ich,hatte,Problem,und,hatte
,,,,
damals,ich,hatte,Kindergärten,ich
,,,,
mot,damals,ich,haben,damals
,,,,
dem,mot,damals,ja,mit
,,,,
Häkeln,dem,mot,eh,dem
,,,,
da,Häkeln,dem,so,Häkeln
,,,,
mich,da,Häkeln,viel,da
,,,,
die,mich,da,Budget,mich
,,,,
Lehrerin,die,mich,da,die
,,,,
zum,Lehrerin,die,sollte,Lehrerin
,,,,
rechts-häkeln,zum,Lehrerin,es,zum
,,,,
zwingen,rechts-häkeln,zum,kein,rechts-häkeln
,,,,
wollte,zwingen,rechts-häkeln,Problem,zwingen
,,,,
und,wollte,zwingen,sein,wollte
,,,,
es,und,wollte,alles,und
,,,,
mir,es,und,doppelt,es
,,,,
mit,mir,es,zu,mir
,,,,
links,mit,mir,haben,mit
,,,,
nicht,links,mit,die,links
,,,,
beigebracht,nicht,links,einzige,nicht
,,,,
hat,beigebracht,nicht,praktikable,beigebracht
,,,,
Dementsprechend,hat,beigebracht,Lösung,hat
,,,,
sahen,Dementsprechend,hat,wäre,Dementsprechend
,,,,
die,sahen,Dementsprechend,es,sahen
,,,,
Sachen,die,sahen,Linkshänder,die
,,,,
dann,Sachen,die,und,Sachen
,,,,
auch,dann,Sachen,Rechtshänder,dann
,,,,
aus,auch,dann,zu,auch
,,,,
D,aus,auch,trennen,aus
,,,,
-,D,aus,nur,D
,,,,
~,~,~,wenn,~
,,,,
~,~,~,sie,~
,,,,
~,~,~,dann,~
,,,,
~,~,~,später,~
,,,,
~,~,~,einen,~
,,,,
~,~,~,von,~
,,,,
~,~,~,der,~
,,,,
~,~,~,anderen,~
,,,,
~,~,~,Fraktion,~
,,,,
~,~,~,als,~
,,,,
~,~,~,Partner,~
,,,,
~,~,~,wählen,~
,,,,
~,~,~,müssen,~
,,,,
~,~,~,sie,~
,,,,
~,~,~,zuhause,~
,,,,
~,~,~,alles,~
,,,,
~,~,~,doppelt,~
,,,,
~,~,~,haben,~
,,,,
~,~,~,vielleicht,~
,,,,
~,~,~,wäre,~
,,,,
~,~,~,es,~
,,,,
~,~,~,am,~
,,,,
~,~,~,cleversten,~
,,,,
~,~,~,beiden,~
,,,,
~,~,~,Beidhändigkeit,~
,,,,
~,~,~,anzutrainieren,~
,,,,
man,Da,-,Einer,Da
,,,,
als,man,Da,meiner,man
,,,,
Linkshänderin,als,man,Lieblingsgegenstände,als
,,,,
ohnehin,Linkshänderin,als,in,Linkshänderin
,,,,
gewohnt,ohnehin,Linkshänderin,der,ohnehin
,,,,
ist,gewohnt,ohnehin,Küche,gewohnt
,,,,
an,sich,ist,so,sich
,,,,
die,an,sich,ein,an
,,,,
mehrheitlich,die,an,1,die
,,,,
rechtshändige,mehrheitlich,die,Liter,mehrheitlich
,,,,
Welt,rechtshändige,mehrheitlich,Becher,rechtshändige
,,,,
anzupassen,Welt,rechtshändige,mit,Welt
,,,,
sind,anzupassen,Welt,Beschriftungen,anzupassen
,,,,
auch,sind,anzupassen,aller,sind
,,,,
Autofahren,auch,sind,Art,auch
,,,,
Scheren,Autofahren,auch,für,Autofahren
,,,,
oder,Scheren,Autofahren,verschiedene,Scheren
,,,,
andere,oder,Scheren,Inhalte,oder
,,,,
Dinge,andere,oder,Milliliter,andere
,,,,
meist,Dinge,andere,für,Dinge
,,,,
kein,meist,Dinge,Flüssigkeiten,meist
,,,,
Problem,kein,meist,Gramm,kein
,,,,
Lästig,Problem,kein,für,Problem
,,,,
sind,Lästig,Problem,Mehl,Lästig
,,,,
nur,sind,Lästig,Jedes Mal,sind
,,,,
die,nur,sind,wenn,nur
,,,,
Kleinigkeiten,die,nur,ich,die
,,,,
des,Kleinigkeiten,die,den,Kleinigkeiten
,,,,
Alltags,des,Kleinigkeiten,mit,des
,,,,
wie,Alltags,des,Wasser,Alltags
,,,,
unsymmetrische,wie,Alltags,befalle,wie
,,,,
Haushaltsgeräte,unsymmetrische,wie,linke,unsymmetrische
,,,,
vor,Haushaltsgeräte,unsymmetrische,Hand,Haushaltsgeräte
,,,,
allem,vor,Haushaltsgeräte,natürlich,vor
,,,,
in,allem,vor,sind,allem
,,,,
fremden,in,allem,die,in
,,,,
Haushalten,fremden,in,Beschriftungen,fremden
,,,,
vorhanden,Haushalten,fremden,auf,Haushalten
,,,,
Süßigkeitsverpackungen,vorhanden,Haushalten,der,vorhanden
,,,,
die,Süßigkeitsverpackungen,vorhanden,Rückseite,Gegenseitigkeitsversicherungen
,,,,
man,die,Süßigkeitsverpackungen,und,die
,,,,
mit,man,die,die,man
,,,,
links,mit,man,Turnübung,mit
,,,,
kaum,links,mit,kann,links
,,,,
aufmachen,kaum,links,beginnen,kaum
,,,,
kann,aufmachen,kaum,-,aufmachen
,,,,
oder,kann,aufmachen,~,kann
,,,,
Medikamentenschachteln,oder,kann,~,oder
,,,,
Manchmal,Medikamentenschachteln,oder,~,Medikamentenschachteln
,,,,
ist,Manchmal,Medikamentenschachteln,~,Manchmal
,,,,
es,ist,Manchmal,~,ist
,,,,
lustig,es,ist,~,es
,,,,
wenn,lustig,es,~,lustig
,,,,
der,wenn,lustig,~,wenn
,,,,
Schwager,der,wenn,~,der
,,,,
ohne,Schwager,der,~,Schwager
,,,,
es,ohne,Schwager,~,ohne
,,,,
zu,es,ohne,~,es
,,,,
wissen,zu,es,~,zu
,,,,
die,wissen,zu,~,wissen
,,,,
Linkshänderschere,die,wissen,~,die
,,,,
erwischt,Linkshänderschere,die,~,Linkshänder schere
,,,,
und,erwischt,Linkshänderschere,~,erwischt
,,,,
einfach,und,erwischt,~,und
,,,,
nicht,einfach,und,~,einfach
,,,,
draufkommt,nicht,einfach,~,nicht
,,,,
warum,draufkommt,nicht,~,drauf kommt
,,,,
er,warum,draufkommt,~,warum
,,,,
sich,er,warum,~,er
,,,,
damit,sich,er,~,sich
,,,,
so,damit,sich,~,damit
,,,,
plagt,so,damit,~,so
,,,,
Es,plagt,so,~,plagt
,,,,
macht,Es,plagt,~,Es
,,,,
einfach,macht,Es,~,macht
,,,,
Spaß,einfach,macht,~,einfach
,,,,
wenn,Spaß,einfach,~,Spaß
,,,,
Rechtshänder,wenn,Spaß,~,wenn
,,,,
einmal,Rechtshänder,wenn,~,Rechtshänder
,,,,
mitbekommen,einmal,Rechtshänder,~,einmal
,,,,
wie,mitbekommen,einmal,~,mitbekommen
,,,,
irritierend,wie,mitbekommen,~,wie
,,,,
die,irritierend,wie,~,irritierend
,,,,
Welt,die,irritierend,~,die
,,,,
eines,Welt,die,~,Welt
,,,,
Linkshänders,eines,Welt,~,eines
,,,,
manchmal,Linkshänders,eines,~,Linkshänders
,,,,
sein,manchmal,Linkshänders,~,manchmal
,,,,
kann,sein,manchmal,~,sein
,,,,
-,kann,sein,~,kann
,,,,
hab,Ich,-,Es,Ich
,,,,
bei,hab,Ich,reicht,hab
,,,,
der,bei,hab,schon,bei
,,,,
Jagdprüfung,der,bei,wenn,der
,,,,
auch,Jagdprüfung,der,man,Jagdprüfung
,,,,
mit,auch,Jagdprüfung,darauf,auch
,,,,
rechten,mit,auch,achtet,mit
,,,,
Waffen,rechten,mit,nur,rechten
,,,,
geschossen,Waffen,rechten,symmetrische,Waffen
,,,,
aber,geschossen,Waffen,Haushaltsgeräte,geschossen
,,,,
eben,aber,geschossen,zu,aber
,,,,
links,eben,aber,kaufen,eben
,,,,
Das,links,eben,Vieles,links
,,,,
Kriterium,Das,links,z,Das
,,,,
ist,Kriterium,Das,B,Kriterium
,,,,
das,ist,Kriterium,Spar schaler,ist
,,,,
Führungsauge,das,ist,gibt,das
,,,,
und,Führungsauge,das,es,Führungsauge
,,,,
vielleicht,und,Führungsauge,ja,und
,,,,
die,vielleicht,und,für,vielleicht
,,,,
Feinmotorik,die,vielleicht,beides,die
,,,,
beim,Feinmotorik,die,Andere,Feinmotorik
,,,,
Einstechen,beim,Feinmotorik,Dinge,beim
,,,,
nicht,Einstechen,beim,hat,Einstechen
,,,,
die,nicht,Einstechen,man,nicht
,,,,
Auswurföffnung,die,nicht,ohnehin,die
,,,,
-,Auswurföffnung,die,oft,Auswurföffnung
,,,,
~,~,~,doppelt,~
,,,,
~,~,~,oder,~
,,,,
~,~,~,mehrfach,~
,,,,
~,~,~,z,~
,,,,
~,~,~,B,~
,,,,
~,~,~,Scheren,~
,,,,
linkshänderin,bin,-,ist,bin
,,,,
und,linkshänderin,bin,ok,Linkshänderin
,,,,
zerkugle,und,linkshänderin,leider,und
,,,,
mich,zerkugle,und,kann,zerkleiner
,,,,
regelmäßig,mich,zerkugle,man,mich
,,,,
wenn,regelmäßig,mich,immer,regelmäßig
,,,,
rechtshändige,wenn,regelmäßig,noch,wenn
,,,,
gäste,rechtshändige,wenn,nicht,rechtshändige
,,,,
kurz,gäste,rechtshändige,Beiträge,sägte
,,,,
was,kurz,gäste,editieren,kurz
,,,,
im,was,kurz,wollte,was
,,,,
internet,im,was,ich,im
,,,,
nachschauen,internet,im,nämlich,Internet
,,,,
wollen,nachschauen,internet,eigentlich,nachschauen
,,,,
und,wollen,nachschauen,machen,wollen
,,,,
völlig,und,wollen,~,und
,,,,
verdreht,völlig,und,~,völlig
,,,,
vorm,verdreht,völlig,~,verdreht
,,,,
laptop,vorm,verdreht,~,vorm
,,,,
sitzen,laptop,vorm,~,Laptop
,,,,
damit,sitzen,laptop,~,sitzen
,,,,
sie,damit,sitzen,~,damit
,,,,
mit,sie,damit,~,sie
,,,,
der,mit,sie,~,mit
,,,,
rechten,der,mit,~,der
,,,,
hand,rechten,der,~,rechten
,,,,
die,hand,rechten,~,Hand
,,,,
links,die,hand,~,die
,,,,
liegende,links,die,~,links
,,,,
kabellose,liegende,links,~,liegende
,,,,
maus,kabellose,liegende,~,kabellose
,,,,
bedienen,maus,kabellose,~,Maus
,,,,
können,bedienen,maus,~,bedienen
,,,,
ansonsten,können,bedienen,~,können
,,,,
habe,ansonsten,können,~,ansonsten
,,,,
mir,habe,ansonsten,~,habe
,,,,
mit,mir,habe,~,mir
,,,,
mitte,mit,mir,~,mit
,,,,
zwanzig,mitte,mit,~,timte
,,,,
-,zwanzig,mitte,~,zwanzig
,,,,
nachdem,-,zwanzig,~,-
,,,,
ich,nachdem,-,~,nachdem
,,,,
bisher,ich,nachdem,~,ich
,,,,
immer,bisher,ich,~,bisher
,,,,
mit,immer,bisher,~,immer
,,,,
rechtshänderscheren,mit,immer,~,mit
,,,,
in,rechtshänderscheren,mit,~,Rechtshändern
,,,,
der,in,rechtshänderscheren,~,in
,,,,
linken,der,in,~,der
,,,,
hand,linken,der,~,linken
,,,,
geschnitten,hand,linken,~,Hand
,,,,
habe,geschnitten,hand,~,geschnitten
,,,,
-,habe,geschnitten,~,habe
,,,,
zum,-,habe,~,-
,,,,
ersten,zum,-,~,zum
,,,,
mal,ersten,zum,~,ersten
,,,,
im,mal,ersten,~,mal
,,,,
leben,im,mal,~,im
,,,,
eine,leben,im,~,leben
,,,,
linkshänderschere,eine,leben,~,eine
,,,,
gekauft,linkshänderschere,eine,~,Linkshänder
,,,,
nach,gekauft,linkshänderschere,~,gekauft
,,,,
ein,nach,gekauft,~,nach
,,,,
paar,ein,nach,~,ein
,,,,
wochen,paar,ein,~,paar
,,,,
habe,wochen,paar,~,Wochen
,,,,
ich,habe,wochen,~,habe
,,,,
sie,ich,habe,~,ich
,,,,
weggeschmissen,sie,ich,~,sie
,,,,
SO,weggeschmissen,sie,~,weggeschmissen
,,,,
sieht,SO,weggeschmissen,~,SO
,,,,
es,sieht,SO,~,sieht
,,,,
also,es,sieht,~,es
,,,,
für,also,es,~,also
,,,,
rechtshänder,für,also,~,für
,,,,
aus,rechtshänder,für,~,Rechtshänder
,,,,
wenn,aus,rechtshänder,~,aus
,,,,
sie,wenn,aus,~,wenn
,,,,
mit,sie,wenn,~,sie
,,,,
einer,mit,sie,~,mit
,,,,
rechtshänderschere,einer,mit,~,einer
,,,,
schneiden,rechtshänderschere,einer,~,Rechtshänder
,,,,
wie,schneiden,rechtshänderschere,~,schneiden
,,,,
kriegen,wie,schneiden,~,wie
,,,,
die,kriegen,wie,~,kriegen
,,,,
eine,die,kriegen,~,die
,,,,
gerade,eine,die,~,eine
,,,,
linie,gerade,eine,~,gerade
,,,,
zustande,linie,gerade,~,Linie
,,,,
und,zustande,linie,~,zustande
,,,,
viele,und,zustande,~,und
,,,,
rechtshänder,viele,und,~,viele
,,,,
finden,rechtshänder,viele,~,Rechtshänder
,,,,
dass,finden,rechtshänder,~,finden
,,,,
