left context,original word,right context,Match Type,word correction,hun correction,Abkürzung,Eigenname,URL/Email,Englisch,Österreichisch
die,speisenstücke,zum,5,speisen Stücke,Glockenspeise,,,,,
zum,mund,zu,1,Mund,Mund,,,,,
den,leuten,beim,1,Leuten,Leuten,,,,,
die,finger,o,1,Finger,Finger,,,,,
den,schulen/kindergärten,alles,5,Kindergärten,hinuntergeschlenderten,,,,,
in,rechtshänderausführung,vorhanden,2,Rechtshänder Ausführung,Hintereinanderausführung,,,,,
sie,szene,wo,1,Szene,Szene,,,,,
sein,trainer,anmerkt,1,Trainer,Trainer,,,,,
das,rocky,in,5,rock,rockt,,1,,1,
der,linksauslage,boxt,1,Linksauslage,Linksauslage,,,,,
wirklich,gutheissen,will,1,gutheißen,gutheißen,,,,,
man,boxer,in,1,Boxer,Boxer,,,,,
sollte,verletzungsgefahren,stimmt,1,Verletzungsgefahren,Verletzungsgefahren,,,,,
das,weiters,im,1,weiter,weiter,,,,,
im,kampf,von,1,Kampf,Kampf,,,,,
die,rechtsauslage,wechseln,1,Rechtsauslage,Rechtsauslage,,,,,
seinen,gegner,überraschen,1,Gegner,Gegner,,,,,
im,profiboxbereich,überhaupt,3,profiboxbereich,Profiboxbereich,,,,,
typisch,hollywood,-,1,Hollywood,Hollywood,,1,,,
einen,schikurs,und,2,Schikurs,burschikos,,,,,
der,lage,kurven,1,Lage,Lage,,,,,
der,schilehrer,auf,2,Schilehrer,Schieblehre,,,,,
zur,kenntnis,jahrzehnte,1,Kenntnis,Kenntnis,,,,,
kenntnis,jahrzehnte,später,1,Jahrzehnte,Jahrzehnte,,,,,
die,schi,gestiegen,1,Schi,Schi,,,,,
beide,carver,gekauft,0,Cramer,Arverner,,,,,
komplette,ausrüstung,diesesmal,1,Ausrüstung,Ausrüstung,,,,,
ausrüstung,diesesmal,ohne,4,dieses mal,dieses mal,,,,,
ohne,lehrer,versucht,1,Lehrer,Lehrer,,,,,
am,nachmittag,ging,1,Nachmittag,Nachmittag,,,,,
drei,ausflügen,fuhren,1,Ausflügen,Ausflügen,,,,,
so,Loeffel,Gabel,1,Löffel,Löffel,,,,,
mehreren,Gaesten,zu,1,Gästen,Gästen,,,,,
ist,Linkshaender,rechts,1,Linkshänder,Linkshänder,,,,,
von,Rechtshaendern,kann,1,Rechtshändern,Rechtshändern,,,,,
Ellbogengefechten,fuehren,Ich,1,führen,führen,,,,,
Ich,sitzte,daher,5,sitzet,sitzt,,,,,
ein,Rechtshaender,sitzt,1,Rechtshänder,Rechtshänder,,,,,
das,Zumpferl,beim,0,Zugpferd,Zerlumpen,,,,,1
beim,Wischerln,-P,4,Wischern,Wischern,,,,,1
Rechts,Gabel/Löffel,Maus,2,Gabel/Löffel,Gabel-Löffel,,,,,
ein,7jähriger,Links,5,7jähriger,jähriger,,,,,
Schwer,tragen/heben,Rechtshänderscheren,2,tragen/heben,Herbeitragen,,,,,
tragen/heben,Rechtshänderscheren,kann,4,Rechtshänder scheren,Rechtshänder scheren,,,,,
rechte,hände,weil,1,Hände,Hände,,,,,
als,drill,empfunden,1,Drill,Drill,,,,,
eine,LInkshänderin,geworden,1,Linkshänderin,Linkshänderin,,,,,
//www,moeck,com/cms/index,0,meck,Mosebeck,,,1,,
moeck,com/cms/index,php,0,vom,com/cms/index,,,1,,
com/cms/index,php,id=202,0,Pop,ph,,,1,,
php,id=202,wie,0,die,id=202,,,1,,
bei,gitarren,ist,1,Gitarren,Gitarren,,,,,
massiver,denkanstoss,am,2,Denkanstoß,Kanopenkastens,,,,,
am,rande,wie,1,Rande,Rande,,,,,
gemischten,haushalt,haben,2,Haushalt,haushalte,,,,,
jedes,werkzeug,doppelt,2,Werkzeug,werkzeug-,,,,,
einer,umtrainieren,-,4,um trainieren,um trainieren,,,,,
und,kindergärten,haben,1,Kindergärten,Kindergärten,,,,,
praktikable,lösung,wäre,1,Lösung,Lösung,,,,,
anderen,fraktion,als,1,Fraktion,Fraktion,,,,,
als,partner,wählen,1,Partner,Partner,,,,,
beiden,beidhändigkeit,anzutrainieren,1,Beidhändigkeit,Beidhändigkeit,,,,,
Wasser,befülle,linke,3,befalle,befülle,,,,,
ganz,unaufällig,-,1,unauffällig,unauffällig,,,,,
in,england,-,1,England,England,,1,,,
die,stg-problematik,hat,5,Steg,sag-problematik,,,,,
eine,tendenz,zu,1,Tendenz,Tendenz,,,,,
rechte,hand-rechtes,auge,5,hand-rechtes,hand- rechtes,,,,,
linke,hand-linkes,auge,5,hand-linkes,hand- linkes,,,,,
es,aich,rechtshänder,2,auch,Aich,,,,,
den,auswurf,beim,1,Auswurf,Auswurf,,,,,
beim,stg,sowieso,0,Steg,sag,1,,,,
alle,Hakerl,von,5,Hacer,Kakerlak,,,,,1
ein,mfg,-,5,mag,mg,1,,,,
den,news-letter,angemeldet,5,news-letter,-newsletter,,,,,
weil,vertrauenserweckend,angekündigt,3,vertrauenserweckend,vertrauenerweckend,,,,,
uns,umgedeckt,wird,4,ungedeckt,ungedeckt,,,,,
Brot,streichen/schneiden,Messer,2,streichen/schneiden,Streicheleinheiten,,,,,
Spritzen,Blutabnehmen,etc,1,Blutabnehmen,Blut abnehmen,,,,,
einen,Rechtshänderlöffel,Stiel,2,Rechtshänder Löffel,Rechtshänder löffel,,,,,
der,AHS,Oberstufe,2,AHS,SAH,1,,,,
VS,hben,sie,2,haben,heben,,,,,
eine,Linkshänderfüllfeder,bekommen,2,Linkshänderfüllfeder,Linkshändlerfüllfeder,,,,,
ein,Linkshänderproblem,-,2,Linkshänder Problem,Linkshändlerproblem,,,,,
Dank,MfG,-,5,Mag,MG,1,,,,
sag,amal,-,5,Amal,anal,,,,,1
die,linkshänderinnen,-,1,Linkshänderinnen,Linkshänderinnen,,,,,
der,Blister,hindert,2,Blister,Lister,,1,,,
cum,grano,salis,0,grano,Gran,,1,,,
grano,salis,-,0,salis,Jalis,,,,,
Linkshänder,/in,zu,0,/in,in,,,,,
diesen,Ritsch-Mechanismus,mit,0,Ritsch-Mechanismus,Rutsch-Mechanismus,,,,,
ganze,aufhebelnals,mit,1,aufhebeln als,aufhebeln als,,,,,
aber,linksmauser,linkstrinker,0,links Mauser,Linksmauser,,,,,
linksmauser,linkstrinker,linksraucher,0,links Trinker,Linkstrinker,,,,,
linkstrinker,linksraucher,und,3,links Raucher,Linksraucher,,,,,
und,linkskiffer,probleme,0,links Kiffer,linksschiefer,,,,,
daran,gewoehnt,-,1,gewöhnt,gewöhnt,,,,,
irgendwo,hinposten,Dadurch,2,hin posten,Einposten,,,,,
klar,geht´s,auch,5,geht´s,gehascht,,,,,
der,tierwelt,ist,1,Tierwelt,Tierwelt,,,,,
die,verteilung,anscheinend,1,Verteilung,Verteilung,,,,,
anscheinend,re,50%,1,er,er,,,,,
50%,li,45%,0,li,Eli,,,,,
den,löffel,od,2,Löffel,löffel,,,,,
stift,autom,in,5,Auto,auto-,1,,,,
das,besteck,wie,3,besteck,Besteck,,,,,
anderen,linkshändern,anders,1,Linkshändern,Linkshändern,,,,,
reine,gewohnheitssache,ich,3,gewohnheitssache,Gewohnheitssache,,,,,
kein,mensch,daran,1,Mensch,Mensch,,,,,
der,schulter,bekamen,2,Schulter,schulter,,,,,
der,händigkeit,sehr,5,händiget,Behändigkeit,,,,,
im,extremfall,-,1,Extremfall,Extremfall,,,,,
und,lechts,spontan,0,Leichts,rechts,,,,,
der,scheusligen,Handschrift,4,schussligen,schussligen,,,,,
heutigen,profibereich,ohnehin,3,Profi Bereich,Profibereich,,,,,
unerlässlich,beidfüß,aäh,1,beidfüßig,beidfüßig,,,,,
beidfüß,aäh,händig,0,auch,jäh,,,,,
aäh,händig,zu,2,händig,händige,,,,,
vom,Gelsenstichmittel,rechts,0,Gelsenstichmittel,Felsenstichmittel,,,,,
ich,erwisch,es,3,erwisch,erwische,,,,,
der,volksschule,geflucht,1,Volksschule,Volksschule,,,,,
die,tinte,verschmiere,1,Tinte,Tinte,,,,,
linkshändigen,flötistin,gehört,1,Flötistin,Flötistin,,,,,
neue,welt,aufgetan,1,Welt,Welt,,,,,
üblichen,querflöte,eine,2,Querflöte,quer flöte,,,,,
eine,linkshänder-querflöte,bekam,5,linkshänder-querflöte,Linkshänder-querflöte,,,,,
-,höflichkeit,ist,1,Höflichkeit,Höflichkeit,,,,,
gut,übertriebende,höflichkeit,4,übertreibende,übertreibende,,,,,
im,kindesalter,umgelernt,1,Kindesalter,Kindesalter,,,,,
linke,Haende,-,1,Hände,Hände,,,,,
beim,Lulumachen,hab,0,Zuzumachen,Luftmachen,,,,,
wg,Sehnenscheidenentzuendung,und,1,Sehnenscheidenentzündung,Sehnenscheidenentzündung,,,,,
andere,Taetigkeit,die,1,Tätigkeit,Tätigkeit,,,,,
ich,outgesourct,-,3,outsourct,outgesourct,,,,1,
-,Heimwerkerkoenig,-,5,Heimwerkerkoenig,Heimwerkermarkt,,,,,
-,lt,meiner,5,alt,kt,,,,,
ein,Stg,in,0,Steg,Steg,,,,,
Rechteck,rauszufräsen,-,1,auszufräsen,auszufräsen,,,,,
richtig,geld,verdient,1,Geld,Geld,,,,,
waren,gaut,drauf,2,gut,haut,,,,,
es,herschte,aufbruchsstimmung,1,herrschte,herrschte,,,,,
herschte,aufbruchsstimmung,egal,1,Aufbruchsstimmung,Aufbruchsstimmung,,,,,
mich,zurückbeamen,würde,2,zurückbeamen,zurückbekamen,,,,1,
politischer,umbruch,von,1,Umbruch,Umbruch,,,,,
etwas,beonderes,ereignete,1,besonderes,besonderes,,,,,
den,augen,das,1,Augen,Augen,,,,,
unserer,hymnen,damals,1,Hymnen,Hymnen,,,,,
wie,eyyy,meine,0,sexy,Eyck,,,,,
noch,Bundfaltenjeans,die,2,Bundfaltenjeans,Buntfaltenjeans,,,,,
und,VoKuHiLa,musste,2,VoKuHiLa,Vokabular,,1,,,
musste,man/frau,sich,2,man/frau,Massaifrau,,,,,
*,Conny,vom,2,Conny,Connor,,1,,,
vom,U4,war,2,U4,Ur,1,,,,
*,Nia,sah,5,Nie,Nina,,1,,,
-,Baroli,ist,5,Bartoli,Paroli,,1,,,
sein,*broflosse*,-,0,brotloses,Monoflosse,,,,,
Möglichkeiten,an-,und,2,an-,an,,,,,
die,Aufbruchstimmung,im,1,Aufbruchsstimmung,Aufbruchstimmung,,,,,
WORD,*Broflosse*,-,0,Brotloses,Monoflosse,,,,,
youtube,com/results,q=junge%20R%C3%B6mer&sm=3,0,vom,Resultats,,,1,,
gut,derjungeroemer,wurde,0,derjungeroemer,Jungenförderung,,,,,
von,robert,ponger,1,Robert,Robert,,1,,,
robert,ponger,produziert,2,Ponger,Popsänger,,1,,,
Posts,unbenummert,Oder,4,unbekümmert,unbekümmert,,,,,
gedacht,'Weiß,der,2,'Weiß,weiß,,,,,
seinen,Spezis,hab,2,Spezis,Spezies,,,,,1
-,Neiiiiiin,beim,5,Neiiiiiin,Eineiig,,,,,
grad,ko,oder,5,kor,kp,1,,,,
Verantwortung,ud,steht,1,du,du,,,,,
trotzdem,iim,Mittelpunkt,1,im,im,,,,,
einem,OTF-Treffen,-,2,OTF-Treffen,OFT-Treffen,1,,,,
ist,perdü,-,5,Pedro,Düppeler,,,,,
mir,grauet,vor,3,grauet,graute,,,,,
der,Götterneide,des,2,Götterneide,Götter neide,,,,,
selbst,verfaßten,Postings,1,verfassten,verfassten,,,,,
nicht,numeriert,zu,1,nummeriert,nummeriert,,,,,
zum,Kudamm,Da,2,Kudamm,Kurdamm,1,1,,,
hieß,Hansi,war,2,Hansi,Hans,,1,,,
Herr,Hölzl,mein,2,Hölzl,Hölzer,,1,,,
coolen,Feuermales,-,2,Feuermales,Feuermahles,,,,,
scheußlichen,Pumpkin,Pie,2,Pumpkin,Pumpskin,,,,1,
Pumpkin,Pie,scheußlich-gute,2,Pie,Pier,,,,1,
scheußlich-gute,Brownies,Candy,2,Brownies,Browsen,,1,,,
Brownies,Candy,Corn,2,Candy,Dandy,,,,1,
Candy,Corn,und,2,Corn,Cord,,,,1,
viel,Schokozeug,Alles,2,Schokozeug,Schokoriegel,,,,,
Mr,Big,Kassette,2,Big,Bug,,,,1,
DIE,OSSIS,kommen,2,OSSIS,ISSOS,1,1,,,
ich,pansich,der,1,panisch,panisch,,,,,
Die,Ossi-Nicole,aus,2,Ossi-Nicole,Fossil-Nicole,1,1,,,
sollte,nachgetauft,werden,2,nachgetauft,nachgekauft,,,,,
und,Foxi,Leiberl,5,Fox,Oxid,,1,,,
Foxi,Leiberl,an,5,Leiber,Leiber,,1,,,
Klasse,Micky,Mouse,2,Micky,Mick,,1,,,
Micky,Mouse,anhatten,2,Mouse,Mousse,,1,,1,
mir,schlußgemacht,nachdem,2,Schluss gemacht,schlechtgemacht,,,,,
Zigaretten,zusammengeraucht,hat,3,zusammengeraucht,zusammen geraucht,,,,,
Hansi,Dujmic,gut,3,Djuric,Dujmic,,1,,,
Kat,Imp,in,2,Imp,Im,,1,,,
Posts,numerierst,dann,1,nummerierst,nummerierst,,,,,
einer,Nummernkombi,beendet,2,Nummernkombi,Anbieternummer,,,,,
von,Schlurfs,und,2,Schlurfs,Schlupfs,,1,,,
diese,sch,ß,0,sich,ach,,,,,
sch,ß,Newsletter,0,ß,aß,,,,,
kein,schwein,aus,1,Schwein,Schwein,,,,,
auf,nieee,wiedersehen,4,niese,niese,,,,,
David,Hasselhoff,Fan,2,Hasselhoff,Hasselfelde,,1,,,
http,//youtu,be/MQ5rIbnD_P4,0,YouTube,YouTube,,,1,,
//youtu,be/MQ5rIbnD_P4,-,0,bei,be/MQ5rIbnD_P4,,,1,,
Eltern,Mhhmh,-,0,Mihm,Mhhmh,,,,,
-,sofia,bulgarien,1,Sofia,Sofia,,1,,,
sofia,bulgarien,ich,1,Bulgarien,Bulgarien,,,,,
einen,stasi-typen,der,5,stasi-typen,Stasi-typen,,,,,
überall,hinmitbegleitete,normalerweise,5,hinmitbegleitete,hineinbegleitete,,,,,
da,wußten,wir,1,wussten,wussten,,,,,
erste,revolution,bei,3,revolution,Revolution,,,,,
at/plink/2000004485435,_pid=39251915#pid39251915,ich,0,päd.,_pid=39251915#pid39251915,,,1,,
im,OTF,gar,2,OTF,OFT,1,,,,
Briten,un,Amerikaner,5,un,UN,,,,,
-,Thx,Ich,2,Thx,Thot,1,,,1,
-,sicha,a,1,sich,sich,,,,,
a,buchhoitarin,des,0,buchhoitarin,Bucharin,,,,,
des,madl,-,2,Madl,mal,,,,,1
der,mauthnergasse,direkt,2,Mauthner Gasse,Mauthausener,,1,,,
st,anna,kinderspitals,1,Anna,Anna,,1,,,
anna,kinderspitals,muß,2,Kinder Spitals,Rinderstalls,,,,,
die,onkologie,gewesen,1,Onkologie,Onkologie,,,,,
eine,zigarette,rauchte,1,Zigarette,Zigarette,,,,,
kleine,glatzköpfe,in,1,Glatzköpfe,Glatzköpfe,,,,,
in,mickey-mouse-pyjamas,spielen,5,Mickey,mickerig-mouse-pyjamas,,1,,,
im,sommer,gelegentlich,1,Sommer,Sommer,,,,,
leises,kinderweinen,&,3,kinderweinen,Kinderweinen,,,,,
&,-wimmern,zu,2,-wimmern,wimmern,,,,,
allgemeine,jubelstimmung,bei,3,Jubel Stimmung,Jubelstimmung,,,,,
allem,verständnis,unheimlich,1,Verständnis,Verständnis,,,,,
wir,pech,haben,1,Pech,Pech,,,,,
wieder,nationalisten,&,1,Nationalisten,Nationalisten,,,,,
abgehen,wie's,auf,5,wie's,wies,,,,,
dem,balkan,&,1,Balkan,Balkan,,,,,
im,kaukasus,dann,1,Kaukasus,Kaukasus,,,,,
nach,themen,geteilt,1,Themen,Themen,,,,,
als,mitarbeiter,sind,2,Mitarbeiter,mitarbeitet,,,,,
sehr,beeindrucktend,Man,1,beeindruckend,beeindruckten,,,,,
letzte,Anstoss,auch,1,Anstoß,Anstoß,,,,,
-,schiller,ist,5,schiller,schillre,,,,,
Na,Duuuu,mußt,5,Dudu,Residuum,,,,,
Duuuu,mußt,Buchhalterinnen,1,musst,musst,,,,,
zu,knotzen,und,4,knoten,knoten,,,,,
den,Scorpions,und,2,Scorpions,Skorpions,,1,,,
im,Wurlitzer,erinnern,0,Wurlitzer,Wörlitzer,,1,,,
meine,Deutschmatura,beschert,2,Deutsch Matura,Amtsdeutsch,,,,,
Wo,bleibet,denn,5,bleibet,bleibe,,,,,
der,Immo-Newsletter,des,2,Immo-Newsletter,Imme-Newsletter,1,,,,
-,Immo,ein,2,Immo,Imme,1,,,,
erfolgreichen,ImmoBuch´s,veranlasste,0,ImmoBuch´s,Modembuchse,,,,,
im,onlineStandard,also,1,online Standard,online Standard,,,,,
sich,''Ossis'',und,2,''Ossis'',Grossist,,1,,,
und,''Wessis'',in,2,''Wessis'',westrussisch,,1,,,
was,g'scheites,zu,1,gescheites,gescheites,,,,,
einem,BMX,Rad,2,BMX,BOX,1,,,,
schöne,Errinnerungen,haben,1,Erinnerungen,Erinnerungen,,,,,
in,Lichterfeld,Als,2,Lichterfeld,Lichterfelde,,1,,,
wegen,Durchzugsstrasse,und,5,Durchzugsstrasse,Durchzugsstarke,,,,,
so,Würd,ich,3,Würd,Würde,,,,,
geweint,habe-,und,2,habe-,habe,,,,,
Verhältnisse,zurückwünschen-,auf,2,zurückwünschen-,zurückwünschen,,,,,
Monate,später-,denke,2,später-,später,,,,,
-,goa,ned,3,goa,Goa,,1,,,
-,nachtrag,sofia,1,Nachtrag,Nachtrag,,,,,
vorher,versammlungsverbot,der,3,versammlungsverbot,Versammlungsverbot,,,,,
der,fritz,orter,3,fritz,Fritz,,1,,,
fritz,orter,interviewte,5,roter,order,,1,,,
den,auslandsreport,gleichzeitig,3,Auslands Report,Auslandsreport,,,,,
der,taggleichen,zib,3,taggleichen,tagesgleichen,,,,,
taggleichen,zib,was,5,Ziba,zig,1,,,,
die,demokratie,vorstelle,1,Demokratie,Demokratie,,,,,
zu,freiheit,und,1,Freiheit,Freiheit,,,,,
ich,fernsehgeschichte,-,3,fernsehgeschichte,Fernsehgeschichte,,,,,
Kardinal,Groer,zu,2,Groer,Grober,,1,,,
ebenso,hoeren,Und,1,hören,hören,,,,,
Change,*erinner*,-,0,erinnern,Erinnern,,,,,
starb,ExKaiserin,Zita,3,Exkaisern,Exkaiserin,,,,,
ExKaiserin,Zita,am,2,Zita,Zitat,,1,,,
adaptierte,Liedversion,Kaiserin,2,Liedversion,Auslieferversion,,,,,
Kurhalle,Oberlaa,während,0,Oberlauf,Oberaal,,,,,
in,KeyBiscayne,niedergefahren,0,KeyBiscayne,Keynesianisch,,,,,
im,Mai/Juni,den,2,Mai/Juni,Mai-Juni,,,,,
gesamten,Maturazirkus,durchgemacht,2,Maturazirkus,Maturazeugnis,,,,,1
Besuch,Gorbatschow's,zur,1,Gorbatschows,Gorbatschows,,1,,,
zur,40erFeier,derDDR,2,40erFeier,weiterfeiern,,,,,
40erFeier,derDDR,-,1,der DDR,der DDR,,,,,
über,HUN,flüchteten,0,HUN,HIN,,,,,
in,AUT,gingen,2,AUT,AU,1,,,,
der,blaubeschalte,Haider,3,blaubeschalte,blau beschalte,,,,,
der,erinnerungslose,Waldheim,2,erinnerungslose,Erinnerungslose,,,,,
und,rausrauchen,Schon,0,rausrauchen,ausrauchen,,,,,
die,Tschick,IN,0,Schick,Schick,,,,,
-,Tian'anen-Massaker,War,0,Tanninen,Kantianern-Massaker,,,,,
im,White,Swan,2,White,Weite,,,,1,
am,Pearl,River,2,Pearl,Perl,,,,1,
Pearl,River,und,2,River,Raver,,,,1,
einen,Heidenrespekt,vor,2,Heidenrespekt,Heldenrespekt,,,,,
Sudan,Marokko/Westsahara,mein,2,Marokko/Westsahara,Westsaharisch,,1,,,
die,lindenstraße,verfolgt,3,Ladenstraße,Lindenstraße,,,,,
das,einprägendste,Ereignis,4,ein prägendste,ein prägendste,,,,,
trug,pampers,was,3,pampers,Pampers,,1,,,
und,Niederwalzung,die,5,Niederwalzen,Niederwallung,,,,,
den,Reformprozeß,in,3,Reformprozeß,Reformprozess,,,,,
den,Tiananmen-Hohn,in,0,Tiananmen-Hohn,Tantiemen-Hohn,,1,,,
DDR,-Nachrichten,die,2,-Nachrichten,-nachrichten,,,,,
am,Wenzelsplatz,-,3,Wenzels platz,Wenzelsplatz,,1,,,
jeder,Zwangsbeglückung,jeder,2,Zwangsbeglückung,Zwangsbeglücken,,,,,
kein,BMX-Rad,Gaaar,2,BMX-Rad,BOX-Rad,1,,,,
BMX-Rad,Gaaar,so,0,Giaur,Aargau,,,,,
von,cheaucescu,war,2,Ceausescu,aufscheuche,,,,1,
jenes,pol,ereignis,3,pol,Pol,,,,,
pol,ereignis,das,1,Ereignis,Ereignis,,,,,
das,vorspiel,zum,2,Vorspiel,vorspiele,,,,,
dem,gefühl,des,1,Gefühl,Gefühl,,,,,
volle,botschaft,in,1,Botschaft,Botschaft,,,,,
in,prag,kann,1,Prag,Prag,,,,,
viel,liveschaltungen,durfte,5,live Schaltungen,Resetschaltungen,,,,,
mal,zib2,schauen,2,zib2,Zibebe,1,,,,
dann,genscher,wie,1,Genscher,Genscher,,,,,
den,balkon,steht,1,Balkon,Balkon,,,,,
den,flüchtlingen,spricht,1,Flüchtlingen,Flüchtlingen,,,,,
im,botschaftsgarten,nervlich,3,botschaftsgarten,Botschaftsgarten,,,,,
in,ungewissheit,und,1,Ungewissheit,Ungewissheit,,,,,
der,rest,geht,5,rest,erst,,,,,
in,jubel,und,2,Jubel,jubel,,,,,
und,emotionen,unter,1,Emotionen,Emotionen,,,,,
die,Pieriestrojka,bis,4,Perestroika,Perestroika,,1,,,
//youtu,be/UHhwdyNfwPQ,Und,0,bei,be/UHhwdyNfwPQ,,,1,,
die,Spreepiraten,und,2,Spreepiraten,Spreeseiten,,1,,,
andere,Kinderfilme-,und,2,Kinderfilme-,Kinderfilme,,,,,
und,text,oder,3,text,Text,,,,,
,meeting,in,3,meeting,Meeting,,,,,
Tor,glaubich,und,4,glaublich,glaublich,,,,,
in,Friedrichsstrasse,einen,3,Friedrichsstrasse,Friedrichstraße,,,,,
mich,abwatschen,Leider,4,abwaschen,abwaschen,,,,,1
die,gegenideologie,nichts,3,gegen Ideologie,Gegenideologie,,,,,
diesem,sieg,zu,3,sieg,Sieg,,,,,
wie,wirrkoepfe,das,1,Wirrköpfe,Wirrköpfe,,,,,
der,geschichte,verkuendet,3,geschichte,Geschichte,,,,,
geschichte,verkuendet,und,1,verkündet,verkündet,,,,,
im,siegesrausch,sich,3,siegesrausch,Siegesrausch,,,,,
ein,allmachtsgefuehl,zu,5,allmachtsgefuehl,Allmachtsträume,,,,,
zu,bloszen,dingen,5,bolzen,lieblosen,,,,,
des,papiers,wurden,3,papiers,Papiers,,,,,
die,sieger,pluendern,1,Sieger,Sieger,,,,,
sieger,pluendern,erlebt,1,plündern,plündern,,,,,
zur,religion,verkommenen,3,religion,Religion,,,,,
verkommenen,liberalismus,erleben,1,Liberalismus,Liberalismus,,,,,
hauptsächlich,Fruchtwasseschwimmen,^^,3,Fruchtwasseschwimmen,Fruchtwasserschwimmen,,,,,
spannenden,geschichten,selber,1,Geschichten,Geschichten,,,,,
war,schüler,der,1,Schüler,Schüler,,,,,
einer,form,bewusst,3,form,Form,,,,,
ländlichen,tirol,die,2,Tirol,Tirol,,,,,
die,auswirkungen,für,1,Auswirkungen,Auswirkungen,,,,,
zum,thema,gemacht,1,Thema,Thema,,,,,
die,Nuclearkatastrophe,in,3,Nuclearkatastrophe,Nuklearkatastrophe,,,,,
deren,Befürworter/Lobbies,lehne,5,Lobbys,Befürworterseite,,,,,
ein,Grausl,Ich,1,Graus,Graus,,,,,1
dass,Politik/Lobbies,endlich,5,Lobbys,Politikerkreises,,,,,
meinem,zweiten´Grenzeinsatz,hat,5,zweiten ´Grenzeinsatz,Weltranglistenzweite,,,,,
oder,air-mail,e-mail,5,air-mail,fair-mail,,1,,,
e-mail,schandmaul,-,1,Schandmaul,Schandmaul,,,,,
paar,monate,weg,1,Monate,Monate,,,,,
die,unsinn,gemacht,1,Unsinn,Unsinn,,,,,
von,australien,war,1,Australien,Australien,,,,,
den,zeitungen,eine,1,Zeitungen,Zeitungen,,,,,
acht,zeilen,und,2,Zeilen,zielen,,,,,
die,metropolen,gabs,1,Metropolen,Metropolen,,,,,
gabs,wochenalte,spiegel,5,wochenalte,hochhalten,,,,,
wochenalte,spiegel,in,2,Spiegel,spiegel,,,,,
alte,welt,noch,3,welt,Welt,,,,,
meiner,rückkehr,war,1,Rückkehr,Rückkehr,,,,,
die,stimmung,einzufangen,1,Stimmung,Stimmung,,,,,
ihren,Ungarnurlaub,nach,2,Ungarnurlaub,Ungarnabwehr,,,,,
-,Ne,wir,2,Ne,New,,,,,
zurück,Is',jetzt,5,Is',Iss,,,,,
global,player,mit,2,player,Player,,,,,
und,co,gemacht,5,co,Co,1,,,,
da,ungarn,anfing,1,Ungarn,Ungarn,,,,,
den,vorhang,komplett,2,Vorhang,vorsang,,,,,
dann,ostdeutschland,noch,1,Ostdeutschland,Ostdeutschland,,,,,
seine,pforten,geöffnet,1,Pforten,Pforten,,,,,
schon,ungarns,beihilfer,1,Ungarns,Ungarns,,,,,
ungarns,beihilfer,zur,1,Beihilfe,Beihilfe,,,,,
ein,meilenstein,-,1,Meilenstein,Meilenstein,,,,,
eher,schmähstad,offenbar,5,schmähstad,schmähst ad,,,,,
der,emotialen,Gewalt,3,Emotionen,emotionalen,,,,,
-,Geb,Ende,2,Geb.,Gen,1,,,,
Ende,Okt,1989,5,Okt,Kt,1,,,,
der,Bräunerstraße,im,2,Bräunerstraße,Brennerstraße,,1,,,
diese,knuddeligen,Trabis,3,nadeligen,knuddeligen,,,,,
die,Visumpflicht,für,3,Visumpflicht,Visumspflicht,,,,,
für,Westdeutchen,eingestellt,1,Westdeutschen,Westdeutschen,,,,,
der,Glienicker,Brücke,3,Leinacker,Glienicker,,1,,,
auch,'Spionenbrücke',genannt,5,Spionen brücke,Pionierbrücke,,,,,
erste,Wessies,über,5,Wessels,Wesirs,,1,,,
Dort,gabe,es,5,gäbe,Gabe,,,,,
die,frequenz,der,1,Frequenz,Frequenz,,,,,
der,a-mails,so,5,a-mails,-mails,,,,,
jede,nebensächlichkeit,-,1,Nebensächlichkeit,Nebensächlichkeit,,,,,
-,unesco,streicht,1,UNESCO,UNESCO,1,,,,
den,wr,ball,0,wer,er,,,,,
dem,weltkulturerbe,oh,3,weltkulturerbe,Weltkulturerbe,,,,,
wichtigen,alert-nachricht,wird,5,alert-nachricht,alert -nachricht,,,,1,
pro,monat,entsprechende,1,Monat,Monat,,,,,
seit,anfang,des,1,Anfang,Anfang,,,,,
des,jahres,kommt,1,Jahres,Jahres,,,,,
eine,mail,bis,3,mail,Mail,,,,,
nächste,rick,perry,5,rick,Trick,,1,,,
rick,perry,gibt,5,Petry,Jerry,,1,,,
erhöhte,aufmerksamkeit,erfordern,1,Aufmerksamkeit,Aufmerksamkeit,,,,,
Mauer,kraxlt,als,1,kraxelt,kraxelt,,,,,1
klingt,wind,of,3,wind,Wind,,,,,
I,follow,the,2,follow,Follikel,,,,1,
the,Moskva,And,3,Moskva,Moskwa,,1,,,
Moskva,And,down,2,And,Andy,,,,1,
to,Gorky,Park,2,Gorky,Gorki,,1,,,
Park,Listening,to,2,Listening,Listenring,,,,1,
August,summer,night,2,summer,Summer,,,,1,
summer,night,Soldiers,2,night,nicht,,,,1,
night,Soldiers,passing,2,Soldiers,Solddienst,,,,1,
Soldiers,passing,by,2,passing,Pasing,,,,1,
The,world,is,2,world,Worldcup,,,,1,
is,closing,in,2,closing,losging,,,,1,
And,did,you,2,did,die,,,,1,
you,ever,think,2,ever,Jever,,,,1,
ever,think,That,2,think,hinkt,,,,1,
think,That,we,2,That,Tat,,,,1,
